hotel_name,name,rating,review
RedDoorz @ Jalan Majapahit Semarang,liansta DOB,2.0,"(Translated by Google) The bed linen is dirty, many form small islands.. The room is not clean (Original) Kamar spreinya kotor, banyak membentuk pulau pulau kecil.. Ruangan kurang bersih"
RedDoorz @ Jalan Majapahit Semarang,Nisa Elly20,3.0,"(Translated by Google) Some things that need to be fixed are 1. Smelly bathroom. Better to give it fragrance or at least bathroom camphor 2. The sheets, blankets, and pillowcases are not clean. The cake has a stain on it 3. The ceiling of the room is moldy because of the water, so if you lie down looking up, it's not comfortable Even though overall I'm comfortable, but it still needs to be improved. Hope it's better in the future (Original) Beberapa hal yang harus diperbaiki adalah 1. Bau kamar mandi. Better dikasih pengharum atau at least kamper kamar mandi 2. Sprei, selimut, dan sarung bantal ngga bersih. Kek ada nodanya gitu 3. Plafon kamar berjamur kena air keknya, jadi kalo tiduran liat ke atas kek ngga nyaman aja Meskipun overall aku nyaman2 aja, tapi tetep harus ditingkatkan yaa. Semoga lebih baik ke depannya"
RedDoorz @ Jalan Majapahit Semarang,Sepeda NKRI,4.0,"(Translated by Google) The price is quite affordable, the location is crowded, the room is okay, the shower doesn't work. (Original) Harga cukup terjangkau lokasi ramai, kamar lumayan lah mst shower ga jalan."
RedDoorz @ Jalan Majapahit Semarang,Riza Muhammad,5.0,(Translated by Google) Dominic Inn in Semarang City is located on Jalan Majapahit about 900 meters from Mcd Majapahit and if you want to go to Lawang Sewu it only takes about 20 minutes. (Original) Dominic Inn di Kota Semarang terletak di Jalan Majapahit sekitar 900 meter dari Mcd Majapahit dan jika mau menuju Lawang Sewu hanya membutuhkan waktu sekitar 20 menit.
RedDoorz @ Jalan Majapahit Semarang,Diah Dinka,3.0,"(Translated by Google) The sheets are dirty, the room smells of cigarette smoke even though there are clearly no smoking rules but in fact just opened the room door the smell of smoke stings... the sheets and bedcovers are very dirty.. other than that it's comfortable (Original) Seprei kotor, kamar bau asap rokok padahal jelas2 ada aturan no smoking tapi nyatanya baru buka pintu kamar bau asapnya menyengat.. seprei dan bedcover sangat2 kotor.. selain itu nyaman"
RedDoorz @ Jalan Majapahit Semarang,Tara Hardyani,3.0,(Translated by Google) Please sis. The clean sheets are washed or replaced with a more decent one. Thankyou (Original) Tolong dong kak. Sprei nya yg bersih gitu di cuci atau ganti yg lebih layak. Thankyou
RedDoorz @ Jalan Majapahit Semarang,Reza 09,5.0,"(Translated by Google) The place is good, strategic, the atmosphere is also good, the facilities are also good, but 1 thing I didn't like when I spent the night there, the problem with the shower was that the shower was a bit problematic, then at the bottom faucet there was no bucket anymore (Original) Tempat nya sih enak strategis suasana juga enak fasilitas juga bagus tapi 1 yg saya ga suka pas saya bermalam di sana masalah kamar mandi sower nya agak bermasalah terus di kran bawah ga ada ember lagi"
RedDoorz @ Jalan Majapahit Semarang,Agung Wahyu Saputro,5.0,"(Translated by Google) The hotel is comfortable! Well, even though there are lots of cockroaches and the blankets are spotty, but overall the most comfortable hotel while hunting for hotels around lamper-pedurungan with a budget of 150 thousand (Original) Hotelnya nyaman ! Yah walaupun banyak kecoa dan selimutnya bercak bercak, tapi overall hotel ternyaman selama berburu hotel disekitar lamper-pedurungan dengan budget 150 ribuan 🤝"
RedDoorz @ Jalan Majapahit Semarang,Giacinta Risti,5.0,"(Translated by Google) Comfortable clean, provided mineral water, water heater kettle, coffee tea. There is a cafe on the 3rd floor, sometimes the sound of live music can be heard in the room (Original) Nyaman bersih, disediakan air mineral, teko pemanas air, teh kopi. Ada cafe di lantai 3, kadang suara live musiknya terdengar sampai kamar"
RedDoorz @ Jalan Majapahit Semarang,Rikka DA,5.0,"(Translated by Google) The place is comfortable, but there are some things that need to be improved Like *Cleanliness before guests enter, make sure there is trash or anything left behind from previous guests * If you want to clean a room that is still in use, don't be in a hurry because it's still not clean (Original) Tempatnya nyaman , tapi ada beberapa yang harus di tingkatkan Seperti *Kebersihan sebelum tamu masuk pastikan ada sampah atau apapun yang tertinggal milik tamu sebelumnya *Kalau mau membersihkan kamar yang masih di pakai juga jangan terburu buru karena masih kurang bersih"
RedDoorz @ Jalan Majapahit Semarang,Firman Permana,3.0,(Translated by Google) The bed linen and towels have stains and are worn... don't know if it's in another room. (Original) Kain sprei dan handuk ada noda dan sudah usang... kurang tau kalau di room lain.
RedDoorz @ Jalan Majapahit Semarang,Akhmad Setyawan Pratama,4.0,(Translated by Google) Comfortable clean strategic location (Original) Nyaman bersih lokasi strategis
RedDoorz @ Jalan Majapahit Semarang,Ratna Yuliasari,3.0,"(Translated by Google) When you get a room where the bathroom has a hot water faucet, you can't, the toilet is a bit dirty (Original) Pas dapet kamar yang kamar mandinya kran air panas gak bisa, toilet agak kotor"
RedDoorz @ Jalan Majapahit Semarang,LR LR,5.0,(Translated by Google) The rooms are clean... Good air circulation.. near food... Want to make it easy... Standard sales prices... (Original) Kamar nya bersih... Sirkulasi udara bagus.. dekat makanan... Mau kmna2 mudah... Hrg standart sales...
RedDoorz @ Jalan Majapahit Semarang,Denta Calendar,2.0,"(Translated by Google) The bathroom is not okay,(Original)Kamar mandi kurang oke,"
RedDoorz @ Jalan Majapahit Semarang,A Burayals,3.0,"(Translated by Google) It's good, but it's old, so it's not well-maintained (Original) Bagus, tapi sudah ada umur jadi kurang terawat"
RedDoorz @ Jalan Majapahit Semarang,Setyawan Adi,4.0,"(Translated by Google) Yesterday I stayed here via my subscription sales, thank you, it's really helpful, the price is according to the budget, guys 0895 1234 8334 I hope it helps friends 🙏 (Original) Kemaren nginep dsni lewat sales langganan aku, thankyu membantu banget, hrga sesuai budget, ni gaes 0895 1234 8334 semoga membantu teman-teman 🙏"
RedDoorz @ Jalan Majapahit Semarang,yonas setiawan,3.0,(Translated by Google) Unmaintained place. There are many things that don't need to be seen. (Original) Tempat tidak terawat. Banyak barang yang tidak perlu kelihatan.
RedDoorz @ Jalan Majapahit Semarang,Arya Firdy,4.0,"(Translated by Google) It's not clean enough, the rest is good (Original) Kurang kebersihannya aja sih selebihnya bagus"
RedDoorz @ Jalan Majapahit Semarang,Berliana Purwono,5.0,"(Translated by Google) It's really cool, you really have to stay here when you're in Semarang. Starting from the service, the place, the facilities are all complete and very comfortable, I stayed 1 week at home. (Original) Keren banget si, harus banget nginep disini kalo lagi di semarang. Mulai dari service, tempat, fasilitasnya semuanya lengkap dan nyaman banget aku stay 1 week betah."
RedDoorz @ Jalan Majapahit Semarang,Random Game,5.0,(Translated by Google) Best in class(Original)Terbaik di kelasnyaRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
RedDoorz @ Jalan Majapahit Semarang,Irman Gunapribadi,3.0,"(Translated by Google) Not bad, just the price is a bit expensive.. (Original) Lumayan cuma harga agak kemahalan.."
RedDoorz @ Jalan Majapahit Semarang,Natasha Amelia,5.0,"(Translated by Google) The rooms are really good, especially when there is a cafe on the rooftop when you stay here for healing, it's really bad (Original) Kamarnya enak bgt apalagi ada cafe yang rooftop pas nginep sini buat healing enak parah"
RedDoorz @ Jalan Majapahit Semarang,Wijanarko,3.0,"(Translated by Google) Good parking, the info is the place is not clean, (Original) Parkiran enak, infonya tempat tidak bersih,"
RedDoorz @ Jalan Majapahit Semarang,Adjie Mahendra,5.0,"(Translated by Google) Comfortable and safe, friendly service (Original) Nyaman dan aman pelayanan ramah"
RedDoorz @ Jalan Majapahit Semarang,gus hidayat,4.0,(Translated by Google) The place is spacious(Original)Tempatnya luasRooms: 5/5 | Service: 4/5 | Location: 5/5 …More
RedDoorz @ Jalan Majapahit Semarang,marry fransisca,2.0,(Translated by Google) The room is dirty 🙏🏻(Original)Kamarnya kotor 🙏🏻Rooms: 2/5 | Service: 2/5 | Location: 4/5 …More
RedDoorz @ Jalan Majapahit Semarang,Alfin Wijaya,5.0,"(Translated by Google) Spacious parking, friendly service, clean rooms and okay facilities 👍 (Original) Parkiran luas, Pelayanan Ramah, Kamar Bersih dan Fasilitas Oke 👍"
RedDoorz @ Jalan Majapahit Semarang,Maryan Nico,5.0,(Translated by Google) A comfortable place to stay even if it's only a short stop.. (Original) Tempat menginap yang nyaman meskipun hanya singgah sebentar..
RedDoorz @ Jalan Majapahit Semarang,Zara Ayumi,4.0,"(Translated by Google) For room reservations, is there a requirement to use a vaccine letter or not? (Original) Untuk pemesanan kamar ada syarat harus menggunakan surat vaksin tidak?"
RedDoorz @ Jalan Majapahit Semarang,Syanty Wijaya,5.0,"(Translated by Google) The place is comfortable clean, the service is also friendly, the prices are also affordable, lov..lov ... 😘 (Original) Tempatnya nyaman bersih pelayanan jg ramah harga jg terjangkau lov..lov...😘"
RedDoorz @ Jalan Majapahit Semarang,Bagus Purnama,5.0,(Translated by Google) The place is comfortable and there is a bar on the 3rd floor (Original) Tempat nyaman dan ada bar nya di kantai 3
RedDoorz @ Jalan Majapahit Semarang,ANITA SILVIANA,1.0,"(Translated by Google) The sheets are very, very dirty, itchy on the body (Original) Seprai amat sangat kotor gatal dibadan"
RedDoorz @ Jalan Majapahit Semarang,Inka Fira,5.0,"(Translated by Google) Nice and comfortable place...... well,,,,, (Original) Bagus dan nyaman tempatnya......yahh,,,,,"
RedDoorz @ Jalan Majapahit Semarang,Khusnul AdilAira,5.0,(Translated by Google) Okay(Original)OkeyRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
RedDoorz @ Jalan Majapahit Semarang,brad kusumo,3.0,(Translated by Google) Reasonable(Original)LumayanRooms: 2/5 | Service: 2/5 | Location: 3/5 …More
RedDoorz @ Jalan Majapahit Semarang,Tati Suhartati,3.0,(Translated by Google) The AC is broken(Original)AC nya rusak
RedDoorz @ Jalan Majapahit Semarang,ابو ماجد العمر,5.0,(Translated by Google) Good(Original)Bagus
RedDoorz @ Jalan Setiabudi Semarang,Bambang Murtono,5.0,"Everything is good even Small room, there's no Qibla direction. Should be given"
RedDoorz @ Jalan Setiabudi Semarang,Cakra Sanitya,5.0,"cheap hotel with good service., all employees are very friendly..next time I will be come there.."
RedDoorz @ Jalan Setiabudi Semarang,Syarifudin Mohamad,4.0,"Easy notice to reach this place, but the toiletries isn't 5 stars yet."
RedDoorz @ Jalan Setiabudi Semarang,Mikael Stiven,5.0,Good
RedDoorz @ Jalan Setiabudi Semarang,Fernandus Aditya,4.0,"Best value, shower kit lumayan"
RedDoorz @ Jalan Setiabudi Semarang,eko adiyanto,5.0,👍
RedDoorz @ Jalan Setiabudi Semarang,Fadil Junaedi,5.0,good place with affordable prizes
RedDoorz @ Jalan Setiabudi Semarang,Mia Handayani,3.0,The room and bathroom is dirtyRooms: 3/5 | Service: 3/5 | Location: 4/5 …More
RedDoorz @ Jalan Setiabudi Semarang,Antonius Joshua,3.0,For price not really worth to stay in there
RedDoorz @ Jalan Setiabudi Semarang,Adheniar J M,2.0,Huf
RedDoorz @ Jalan Setiabudi Semarang,Black Lotus,5.0,Great places
RedDoorz @ Jalan Setiabudi Semarang,Yuliani nihh,2.0,"(Translated by Google) The room size is decent, but the floor rooms are still dirty, the bathroom doesn't work perfectly, the bathtub doesn't work, the bathroom has cockroaches. For the reddoorz class, just use it to hold your ID card, the room smells of mice, the sheets and pillows still smell like they were used. Check in early to be charged (Original) Ukuran kamar lumayan, tapi kamar lantai masih kotor, kamar mandi tidak berfungsi sempurna, bathtub gk berfungsi, kamar mandi ada kecoak. Utk kelas reddoorz aja pakai menahan KTP, kamar bau tikus sprei dan bantal masih bau bekas dipakai. Cek in lebih awal kena cas 😐"
RedDoorz @ Jalan Setiabudi Semarang,Khumairotul Musnaini,2.0,"(Translated by Google) The bed and floor are dirty, lots of hair is scattered like it hasn't been cleaned, there are cockroaches, the shower is broken, it's not repaired, the room is narrow, only 1 towels are given even though there are 2 guests, it doesn't really fit like the one in the photo, because you get a front room near the reception, the guards when smoking smells the roko arrived in the room 🙏 (Original) Tempat tidur sama lantainya kotor banyak rambut berserakan kaya belum dibersihin, ada kecoa, shower rusak ga dibenerin, ruangan sempit, handuk dikasi 1 doang padahal tamunya 2, ga sesuai banget kaya yang di foto, karena dapet kamar depan deket resepsionis mas² pejaga pas ngeroko bau rokonya sampe dalem kamar 😅🙏"
RedDoorz @ Jalan Setiabudi Semarang,dalu listyandaru,5.0,"(Translated by Google) indeed rooms with less facilities, but treated by the caretaker koko service who gave a special discount for our family who only took a short rest last night. Such a place is not well maintained, but for the size of the price we give it's quite worth it... the point is, even though there are some shortcomings, both water toilet facilities and running water, our family still appreciates the service of this place. (Original) memang kamar dengan fasilitas kurang , tetapi terobati dengan pelayanan koko penjaganya yang memberikan discount khusus bagi keluarga kami yang hanya istirahat sejenak semalam. Tempat seperti memang kurang terawat , tetapi untuk ukuran harga yang kami berikan cukup worth it laah... pokoknya walaupun terdapat beberapa kekurangan baik fasilitas toilet air maupun air yang mengalir kami sekeluarga tetap apresiasi dengan pelayanan tempat ini."
RedDoorz @ Jalan Setiabudi Semarang,Setya Wijayanta,1.0,"(Translated by Google) Very unworthy. The price is 319 thousand, given a room with a size of 2 × 1 meter, only enough for 1 person. so bad (Original) Sangat tidak layak. Harga 319 ribu dikasih kamar ukuran 2 × 1 meter hanya cukup buat 1 orang. Parah sekali"
RedDoorz @ Jalan Setiabudi Semarang,mas ganteng,1.0,"(Translated by Google) Check-in, asking for a standard one, given a twin, the price is expensive, 250 even though I said it was only 5 hours and there was no cut at all, it's already a small, narrow room, the ringbad sound makes it uncomfortable, it's been broken, yes, added soap, it's bad, it's bad ,,, Not recommended anyway In my opinion, I have a bad experience regarding the price and service (Original) Check in tanya yg standar di kasih twin harganya mahal lg 250 pdhal udah bilang cuma 5 jam an ga ada potongan sma sekali,udah gtu kamar kecil,sempit,sringbad nya bunyi bikin ga nyaman udah rusak kali ya di tambah sabun ga ada hadehhh parah dehh,,, Ga rekomended pokoknya 👎 Menurut saya sih pengalam buruk soal harga sma pelayanan"
RedDoorz @ Jalan Setiabudi Semarang,_ ly,3.0,"(Translated by Google) The room had a lot of hair on the floor (probably holiday effect), the problem was especially in the bathroom. The warm water doesn't work and uses LPG in the bathroom. For a really strategic location, there are many culinary delights near the hotel. (Original) Kamarnya lantainya banyak rambut (mungkin efek liburan), masalahnya terutama di kamar mandi. Air hangatnya tidak bekerja dan pake gas elpiji di kamarmandi. Untuk lokasi bener2 strategis banyak kuliner dekat hotel."
RedDoorz @ Jalan Setiabudi Semarang,Hasan Prima Susetyo,1.0,"(Translated by Google) the room is dirty, the bathroom water is small, the bathroom door is backwards. when the handle that makes the lock is outside, so when you take a shower, your friends are guarded from outside for fear of the door opening by itself (Original) kamar kotor, air kamar mandinya kecil, pintu kamar mandi kebalik. masa gagang yang buat ngunci malah ada diluar, jadi pas mandi dijagain temen dari luar takut pintunya ngebuka sendiri"
RedDoorz @ Jalan Setiabudi Semarang,ridwan darto,5.0,(Translated by Google) Clean minimalist room. Strategic location. AC is ok. toiletries are ok & the place is comfortable. Find places to eat is easy. (Original) Kamar minimalis bersih. Lokasi strategis. AC ok .perlengkapan mandi ok & tempat nyaman. Cari tempat makan mudah.
RedDoorz @ Jalan Setiabudi Semarang,Indah,2.0,"(Translated by Google) check in at 10 pm get the back and corner rooms. The door to the room doesn't have a number. under the bed is really dirty like it's never been swept. the toilet seat doesn't have a lot of water. it's still not enough to flush pee. if you make eek, you can't flush it. the rooms are also cramped. the sound of the next room was heard. strategic place. decent service (Original) check in jam 10 malem dapat kamar paling belakang dan paling pojok. pintu kamar gk ada nomernya. bawah bed kotor banget kaya gk pernah disapu. wc duduknya airnya gk banyak. buat nyiram pipis aja masih kurang. kalau buat eek gk bisa kesiram tuh. kamar juga sempit. suara kamar sebelah terdengar. tempat strategis. pelayanan lumayan"
RedDoorz @ Jalan Setiabudi Semarang,Ivander Hendrawan,5.0,"(Translated by Google) The service is satisfactory, the place is spacious if you are a family.. if you want to be economical, you can use the usual one.. cleanliness is good.. cable tv and shower work well (Original) Pelayanannya memuaskan, tempat nya luas kalo yg family.. kalo mau irit bisa pake yang biasa.. kebersihan baik.. tv kabel dan shower berfungsi dengan baik"
RedDoorz @ Jalan Setiabudi Semarang,Ahmad Kusdianto,3.0,"(Translated by Google) Personally, in my opinion, the place is cramped, there are a lot of drawbacks and the room is very dirty, there are a lot of convulsions on the walls and a dirty room is not fun at all. Staying at the RedDoorz hotel in Semarang is very disappointing, the service is also really bad. Sorry if I gave a low rating and the comments were also disappointed (Original) Menurut saya pribadi tempatnya sempit banyak kekurangannya dan ruangan kotor banget banyak sawan"" di dinding dan ruangan kotor sekali tidak menyenangkanlah. Nginep di hotel RedDoorz di Semarang sangat mengecewakan pelayanannya juga jelek bangettt. Maaf klo saya kasih rating rendah dan komen nya jg kecewa"
RedDoorz @ Jalan Setiabudi Semarang,Nico Hendrawan Santoso,5.0,"(Translated by Google) Strategic lodging, clean, neat and good service (Original) Tempat penginapan strategis, bersih, rapi dan pelayanan baik"
RedDoorz @ Jalan Setiabudi Semarang,Ikfi Hanif,2.0,"(Translated by Google) Came here for an online test, but the WiFi was disconnected, ended up using personal data, but had time to panic. The shower couldn't be hot, the bathroom door was broken, a bit noisy because it was right on the side of the highway. The positives are that the AC is okay, you can get towels, soap etc., 2 bottles of mineral water. (Original) Ke sini buat tes online, tapi WiFi putus nyambung, akhirnya pakai data pribadi, tapi sempat bikin panik. Shower ga bisa panas, pintu kamar mandi rusak, agak bising karena tepat di pinggir jalan raya. Positif-nya AC oke, dapat handuk, sabun dll, air mineral 2 botol."
RedDoorz @ Jalan Setiabudi Semarang,sarwono redjo,5.0,"(Translated by Google) Friendly service, strategic location & easy to find places to eat. Fast wifi, clean rooms, affordable prices. (Original) Pelayanannya ramah, lokasi strategis & cari tempat makan mudah.Wifi kencang , kamar bersih, harga terjangkau."
RedDoorz @ Jalan Setiabudi Semarang,destha ryenda,4.0,"(Translated by Google) The place is spacious, there is a smart tv with youtube and netflix services (although you have to log in to your own account). So just set youtube. Order the double bad big size. There is also a bathtub (although it can't be closed manually, it has to be tricked) and the hot water doesn't turn on. Overall it&#39;s comfortable because you go there just to sleep. And the good thing is that in front of the inn there is a mini market, just cross it. For the wifi, it's pretty fast (Original) Tempatnya luas, ada smart tv dengan layanan youtube dan netflix (wlaupun harus login ke akun sendiri). Jadinya setel youtube aja. Pesan yg double bad ukuran besar. Ada bathtubnya juga (walaupun gak bisa ditutup manual, harus diakalin) dan air panasnya ngga menyala. Overall nyaman-nyaman aja karena ke sana cuma buat tidur doang. Dan enaknya depan penginapan ada mini market, tinggal nyebrang aja. Untuk wifi lumayan kenceng kok"
RedDoorz @ Jalan Setiabudi Semarang,Dwi Kurnianto,3.0,(Translated by Google) The picture of the room with the original can be different (Original) Gambar kamar sama aslinya bisa beda 😅
RedDoorz @ Jalan Setiabudi Semarang,johannes panjaitan,5.0,"(Translated by Google) OK facilities don't disappoint. It's great to get a discounted price from the reddorz agent, suitable for backpackers. Here's the agent number 0895605828267 then you'll get a discount on the room price. (Original) Fasilitas OK ga ngecewain. Mantap dapet harga diskon dr agent reddorz, cocok buat backpacker. Nih nmr agent nya 0895605828267 ntar dapet diskon harga kamar."
RedDoorz @ Jalan Setiabudi Semarang,Yeni Susanti,2.0,"(Translated by Google) Incidentally, when I got a room near the entrance, it was too noisy at the sound of vehicles outside, at night I also heard the sound of people chatting outside so I couldn't sleep at all. The rooms are cramped, the space for prayer is not enough, so you have to pray in a mattress, TV is not cable TV so the channel choices are few and some are unclear, when you enter the bath mat it's wet, no toilet paper, there is plastic trash in the drawer. Amenities have mineral water, toiletries, towels, toothbrushes, toothpaste, shampoo and soap, hot n cold showers are functioning properly. It's enough just staying there and thank you .. (Original) Kebetulan pas dapet kamar di deket pintu masuk jadi terlalu berisik sama suara kendaraan diluar, pas malem juga kedengeran banget suara orang ngobrol diluar jadi ga bisa tidur sama sekali. Kamarnya sempit, space buat sholat pun gak cukup, jadi harus sholat dikasur, tv bukan tv kabel jadi pilihan channel sedikit dan ada yg gajelas, pas masuk keset kamar mandi udah basah, gak ada tisu toilet, ada sampah plastik di laci. Amenities ada air mineral, alat mandi handuk sikat gigi pasta gigi shampo dan sabun, shower hot n cold nya berfungsi dengan baik. Cukup sekali aja nginep disitu dan terimakasih.."
RedDoorz @ Jalan Setiabudi Semarang,griya ruslani,1.0,(Translated by Google) the photo of the room does not match dirty ugly (Original) foto kamar sama sekali tidak sesuai kotor jelek
RedDoorz @ Jalan Setiabudi Semarang,Isna ayu,1.0,"(Translated by Google) Was given a room like a warehouse in the corner, the mattress was about to break, the curtains were about to fall off, the air conditioner wasn't cold at all, stuffy and dusty... At least if it's full, just say it's full, don't rent out the rest of the room (Original) Dikasih kamar kaya gudang di pojokan, kasur udah mau jebol, gorden udah kek mau copot, ac gak dingin sama sekali, pengap dan berdebu... Setidaknya kalau memang penuh ya bilang penuh aja jangan kamar sisaan disewain"
RedDoorz @ Jalan Setiabudi Semarang,Awan RS,4.0,"(Translated by Google) For those who are looking for budgeting this place is suitable, rooms are only beds, work desks, Android TV, bathrooms. Combat soft bed with colorful blankets, heheh Android TV to play YouTube etc. works fine. The bathroom is small but fitting, equipped with hot water Location right on the side of the road, next to the Plaza Hotel Only one towel is provided (Original) Untuk yang cari budgeting tempat ini cocok, kamar hanya tempat tidur, meja kerja, android tv, kamar mandi. Tempar tidur empuk cuma selimutnya warna warni heheh Android tv untuk play youtube dll berfungsi dengan baik. Kamar mandi kecil namun pas lah, dilengkapi air panas Lokasi tepat pinggir jalan, samping Plaza Hotel Handuk yang disediakan hanya satu"
RedDoorz @ Jalan Setiabudi Semarang,Uti Budi Vania alesabed,5.0,"(Translated by Google) cheap budget, Very strategic place, close to undip, Food is very easy Around RedDoorz. The address is very easy to come by. Helpful service. Clean, comfortable rooms. (Original) Budget murah, Tempat sangat strategies, dekat ke undip, Makanan sangat mudah Di sekitar RedDoorz. alamat nya sangat mudah Di datangi. Pelayanan helpfull. Kamar bersih, nyaman."
RedDoorz @ Jalan Setiabudi Semarang,sulis tyowati,3.0,"(Translated by Google) The room is okay if it's just for transit. Take a break to relax for a while. Family room with 1 single bed and 1 double bed.. spacious enough for 3 adults 1 child. The front room, please enter the hallway, the rooms are dirty... not like general inns, because the table is near the parking lot. the hallway to the room is also dirty. (Original) Kamarnya lumayan klo cm utk transit aja. Istirahat melepas penat sesaat. Family room dgn 1 single bed dan 1 doublebed..cukup luas utk 3 dewasa 1 anak. Ruang depan mo masuk ke lorong kamar2nya aja kotor ..ga seperti penginapan umumnya krn cm meja deket parkiran . lorong menuju kamar juga kotor."
RedDoorz @ Jalan Setiabudi Semarang,Dody Serie,3.0,"(Translated by Google) Uncomfortable bed for the rate of 17 **** it shouldn't be like it's cramped and dirty Ok, maybe we can just make input Prices like that are not recommended if the facilities remain like that (Original) Tempat tidur tidak nyaman untuk tarif 17**** tak seharusnya spt itu sempit dan kotor Ok mungkin bisa buat masukan saja Harga segitu no rekomended jika fasilitas tetep seperti itu"
RedDoorz @ Jalan Setiabudi Semarang,Setyawan Adi,4.0,"(Translated by Google) Yesterday I stayed here via my subscription sales, thank you, it's really helpful, the price is according to the budget, guys 0895 1234 8334 I hope it helps friends 🙏 (Original) Kemaren nginep dsni lewat sales langganan aku, thankyu membantu banget, hrga sesuai budget, ni gaes 0895 1234 8334 semoga membantu teman-teman 🙏"
RedDoorz @ Jalan Setiabudi Semarang,Rahmania Liza A,3.0,"(Translated by Google) Room cleanliness needs to be improved again, quite decent if only for a short transit. The bathroom was clean enough, but the sink faucet couldn't be used properly. There are 2 guests who come, but only 1 towel is given (Original) Kebersihan kamar perlu di tingkatkan lagi, cukup layak kalau hanya untuk transit sebentar. Kamar mandi cukup bersih, tetapi kran wastafel tidak bisa digunakan dengan baik. Tamu yang datang 2 orang, tetapi hanya dikasih 1 handuk saja"
RedDoorz @ Jalan Setiabudi Semarang,Edi Hartono,2.0,"(Translated by Google) Only for emergencies if you don't get adequate hotels, there is no service like a hotel (Original) Hanya untuk emergency jika tidak kebagian hotel2 yang memadai, tidak ada layanan/service layaknya hotel"
RedDoorz @ Jalan Setiabudi Semarang,J.F Eko Prasetyo (okky boy),4.0,"(Translated by Google) strategic location for hot water, good wifi, the room, the curtain has a hole that must be replaced, also the bath mat is not available. enough service. (Original) lokasi strategis hot water, wifi bagus kamar hordenya ada lubangnya harus diganti, juga keset kamar mandi tidak tersedia. pelayanan cukup."
RedDoorz @ Jalan Setiabudi Semarang,WidiyantoEdy,5.0,"(Translated by Google) Staying here is very comfortable, the place is not far from the city, smooth wifi, smooth online tv, clean bathroom, etc (Original) Menginap disini sangat nyaman, tempatnya tidak jauh dari kota, wifi lancar, tv online lancar, kamarmandi bersih, dll"
RedDoorz @ Jalan Setiabudi Semarang,Antarez 4,4.0,"(Translated by Google) Ordering a room is easy, not complicated & cheap, you can pay on the spot via w.a admin reddoorz the number is 087771803507 👍 (Original) Pesan kamar mudah gak ribet & murah bisa bayar dtempat lewat w.a admin reddoorz nya nomernya 087771803507 👍"
RedDoorz @ Jalan Setiabudi Semarang,Sony Febrian,2.0,"(Translated by Google) Recommended only for the service & facilities of the mattress, the rest is still not recommended ... There is no wardrobe, hot water & bathup are not functioning (replaced bucket & dipper), all TV channels are of poor quality. (Original) Recommended hanya utk pelayanan & fasilitas kasur nya saja, selebihnya msih not recommended... Tdk ada lemari baju, hot water & bathup tdk brfungsi (diganti ember & gayung), kualitas channel TV nya buruk semua."
RedDoorz @ Jalan Setiabudi Semarang,agshubad,4.0,"(Translated by Google) the condition of the room is clean, tidy, the bathroom has hot water & shower, the price is affordable, the location is on the edge of Solo Semarang road, only the parking lot is less spacious and the front environment is not clean (Original) kondisi kamar bersih, rapi, kamar mandi sudah ada air panas & shower, harga terjangkau, lokasinya dipinggir jalan solo semarang, hanya tempat parkirnya yang kurang luas serta kurang bersih lingkungan depannya"
RedDoorz @ Jalan Setiabudi Semarang,Sari Wid,5.0,"(Translated by Google) Clean place, lots of places to eat, strategic location, parking is pretty basic according to budget. Good service. Keep quality ... (Original) Tempat bersih, bnyk tempat makan,lokasi strategis ,parkir cukup pokoknya sesuai budgetlah.pelayanan bagus.tetap jaga kualitas..."
RedDoorz @ Jalan Setiabudi Semarang,Younjava Bee,1.0,"(Translated by Google) Just replace the slanted fat guard. Just unsettling! Makes you emotional, service is not good, doesn't use attitude at all (Original) Ganti aja penjaga yg gemuk sipit itu. Meresahkan saja! Bikin emosi, layanan kurang baik, ga pakai attitude sama sekali"
RedDoorz @ Jalan Setiabudi Semarang,Djoko Suhartantyo,2.0,"(Translated by Google) Rooms are too small, facilities are also just ordinary, cleanliness is lacking in a hotel class (Original) Kamar terlalu kecil,fasilitas jg biasa2 aja,kebersihan sangat kurang sekelas hotel"
RedDoorz @ Jalan Setiabudi Semarang,Yanto Godam,5.0,"(Translated by Google) Strategic location, clean rooms, fast WiFi, Android TV & friendly maids. I stayed in family room 105 very comfortable because the rooms are spacious. (Original) Lokasi strategis,kamarnya bersih,WiFi kencang,TV Android & pelayannya ramah.Saya menginap di kamar family 105 sangat nyaman karena kamarnya luas."
RedDoorz @ Jalan Setiabudi Semarang,Wandi Irawan,5.0,(Translated by Google) Good service cheap hotel(Original)Hotel murah pelayanan bagusRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
RedDoorz @ Jalan Setiabudi Semarang,Eko Prasetyo,5.0,"(Translated by Google) Good night watchman, friendly Is LG guarding the night fun The place is really recommended (Original) Baik yg jaga malam baik, Ramah Apa LG yg jaga malam seru Tempat nya recommended bnget"
RedDoorz @ Jalan Setiabudi Semarang,Arini Harr,3.0,(Translated by Google) There are facilities that don't work like a water heater. Narrow space (Original) Fasilitas ada yg tdk berfungsi sprt alat pemanas air. Ruangn sempit
